occupation_type,signup_goal,plan_type,signup_discount_used,avg_quiz_score,video_replay_count,course_completion_rate,days_since_last_login,engagement_trend,hands_on_exercises_completed,project_submissions,forum_posts,goal_progress_score,peer_completion_percentile,tenure_months,payment_failures,support_tickets_raised,satisfaction_score,churned,days_to_churn,monthly_price,clv
Working Professional,Get a Job,Annual,Yes,92.3,1,83.1,15,0,5,0,1,12.9,80.5,6,0,0,5,0,,10,70
Student,Get a Job,Monthly,No,54.6,4,43.5,4,0,3,5,3,100.0,23.4,9,0,0,4,0,,15,150
Student,Hobby,Monthly,No,93.8,3,74.1,0,0,8,1,2,47.8,66.1,6,0,1,3,0,,15,105
Career Switcher,Get a Job,Monthly,Yes,74.3,4,42.5,10,0,2,0,1,3.4,22.1,0,0,1,3,0,,15,15
Working Professional,Certification,Annual,No,69.9,2,68.8,17,-1,3,1,1,43.6,57.6,23,0,1,4,0,,10,240
Career Switcher,Get a Job,Annual,No,64.0,0,62.5,10,1,6,0,2,16.5,48.3,0,1,0,3,0,,10,10
Working Professional,Certification,Monthly,No,49.2,4,9.2,5,0,1,0,2,39.7,2.2,11,0,2,2,0,,15,180
Working Professional,Certification,Annual,No,84.8,3,88.5,1,0,6,0,0,37.6,87.2,24,0,3,3,0,,10,250
Working Professional,Certification,Annual,Yes,58.4,6,90.9,24,-1,12,1,1,37.9,89.3,3,1,1,5,0,,10,40
Working Professional,Certification,Annual,No,58.3,2,41.8,3,0,5,5,0,100.0,21.5,1,0,0,3,0,,10,20
Working Professional,Get a Job,Monthly,Yes,84.9,0,69.2,2,0,4,2,1,57.9,58.6,6,0,0,5,0,,15,105
Student,Certification,Monthly,No,41.8,6,25.1,16,-1,0,0,0,20.9,8.4,12,0,2,2,1,5.0,15,195
Working Professional,Certification,Annual,No,47.1,8,45.7,39,1,2,0,2,43.4,26.2,23,0,1,3,1,91.0,10,240
Student,Get a Job,Annual,Yes,69.7,0,46.2,10,0,1,0,1,0.0,26.9,9,0,1,4,0,,10,100
Student,Hobby,Monthly,Yes,74.4,0,91.8,9,0,13,0,0,70.3,90.5,3,0,1,4,0,,15,60
Working Professional,Certification,Annual,No,77.3,2,64.1,3,0,8,4,2,100.0,50.8,5,1,1,4,0,,10,60
Student,Certification,Annual,No,65.5,2,58.8,0,1,3,1,4,45.8,42.6,11,1,0,3,0,,10,120
Career Switcher,Get a Job,Annual,Yes,100.0,0,54.5,2,0,2,2,1,64.1,36.8,12,0,0,4,0,,10,130
Career Switcher,Get a Job,Monthly,No,66.6,0,36.3,8,-1,3,2,0,68.5,16.2,0,0,4,2,1,5.0,15,15
Career Switcher,Get a Job,Annual,No,66.5,4,50.7,1,0,3,2,3,52.4,32.5,7,0,1,2,0,,10,80
Working Professional,Certification,Annual,No,58.0,4,60.4,21,-1,6,1,0,53.5,45.4,24,1,2,3,0,,10,250
Student,Certification,Annual,No,71.9,5,79.8,2,1,10,1,4,64.8,76.1,12,1,1,5,0,,10,130
Career Switcher,Get a Job,Annual,No,79.2,1,69.5,7,0,4,3,1,67.0,59.0,0,0,2,4,0,,10,10
Working Professional,Certification,Monthly,Yes,88.1,0,86.3,7,1,9,1,2,23.4,84.5,2,0,0,5,0,,15,45
Career Switcher,Get a Job,Annual,No,47.7,6,4.9,9,-1,3,2,0,67.5,1.1,4,0,1,2,1,37.0,10,50
Career Switcher,Certification,Annual,Yes,66.3,3,75.2,3,-1,9,1,0,40.9,68.2,9,0,4,3,0,,10,100
Career Switcher,Get a Job,Monthly,Yes,76.7,1,99.7,20,0,10,1,4,31.1,96.3,6,0,0,4,0,,15,105
Student,Certification,Monthly,Yes,78.8,1,95.6,5,-1,5,3,0,70.1,93.8,0,0,1,4,0,,15,15
Working Professional,Get a Job,Monthly,No,70.1,5,75.7,12,-1,6,0,1,0.0,68.9,10,0,1,4,0,,15,165
Career Switcher,Get a Job,Monthly,Yes,78.1,1,78.6,10,-1,8,1,0,30.9,73.8,14,0,1,4,0,,15,225
Student,Get a Job,Monthly,Yes,57.9,3,60.5,1,1,2,2,3,46.8,45.6,1,0,0,3,0,,15,30
Student,Get a Job,Annual,No,93.4,3,78.5,9,1,16,4,2,100.0,73.7,0,0,0,5,0,,10,10
Working Professional,Get a Job,Annual,Yes,84.9,1,79.3,8,-1,8,3,0,86.3,75.1,12,0,3,4,0,,10,130
Career Switcher,Get a Job,Annual,Yes,49.8,8,13.8,22,-1,2,0,0,11.1,3.3,8,0,0,4,1,5.0,10,90
Working Professional,Certification,Annual,Yes,53.9,5,60.6,21,-1,2,0,1,40.0,45.7,13,0,0,4,0,,10,140
Working Professional,Certification,Annual,No,54.3,0,63.4,1,1,4,1,1,86.9,49.5,6,0,1,4,0,,10,70
Student,Hobby,Monthly,Yes,80.2,2,94.8,0,-1,6,1,0,34.2,93.0,4,1,0,5,0,,15,75
Working Professional,Certification,Monthly,Yes,50.7,1,62.8,3,1,4,1,5,17.4,48.8,24,0,1,3,0,,15,375
Career Switcher,Get a Job,Annual,No,65.0,7,72.6,43,-1,8,1,0,34.7,63.8,12,0,2,4,0,,10,130
Student,Certification,Monthly,No,76.8,3,68.8,0,0,5,0,1,2.6,57.8,4,0,0,4,0,,15,75
Working Professional,Get a Job,Annual,No,69.0,2,83.5,11,-1,9,1,1,31.6,81.0,19,1,3,3,0,,10,200
Career Switcher,Certification,Annual,No,73.9,4,50.2,9,0,1,0,0,43.1,31.9,24,1,0,3,1,42.0,10,250
Working Professional,Get a Job,Annual,Yes,54.0,5,14.0,10,0,2,0,3,25.3,3.5,2,0,1,2,0,,10,30
Working Professional,Certification,Annual,Yes,78.9,1,74.2,2,1,11,6,2,96.5,66.4,17,0,1,4,0,,10,180
Working Professional,Certification,Monthly,Yes,60.8,4,66.5,2,1,1,1,4,30.9,54.4,0,0,0,4,0,,15,15
Working Professional,Certification,Monthly,Yes,65.1,4,56.6,5,1,5,0,3,35.5,39.6,1,0,0,4,0,,15,30
Student,Certification,Annual,Yes,73.6,7,16.2,1,1,1,1,3,56.3,4.1,1,0,0,2,0,,10,20
Career Switcher,Get a Job,Annual,Yes,71.5,3,59.3,0,0,2,0,5,18.1,43.8,3,0,1,3,1,62.0,10,40
Career Switcher,Get a Job,Annual,No,70.4,4,57.5,0,0,3,1,1,49.8,40.7,6,0,0,3,0,,10,70
Career Switcher,Certification,Monthly,No,58.7,3,35.6,8,-1,4,1,0,55.9,15.6,10,0,1,3,0,,15,165
Career Switcher,Get a Job,Annual,No,65.5,3,66.3,5,0,4,1,2,33.8,54.0,18,0,1,4,0,,10,190
Working Professional,Certification,Annual,No,70.0,1,52.3,3,1,6,0,6,45.9,34.2,1,1,0,3,0,,10,20
Working Professional,Certification,Annual,Yes,49.4,11,0.0,3,1,1,1,4,46.0,0.4,6,1,0,2,1,81.0,10,70
Working Professional,Certification,Monthly,Yes,63.1,5,68.9,2,1,8,1,4,49.1,57.9,6,0,0,4,0,,15,105
Working Professional,Certification,Monthly,Yes,75.8,0,82.6,5,0,10,3,2,67.6,79.6,4,0,0,4,0,,15,75
Working Professional,Certification,Annual,Yes,50.8,1,85.3,2,1,8,3,4,77.4,83.2,9,1,0,5,0,,10,100
Working Professional,Certification,Monthly,Yes,87.3,1,67.0,11,-1,1,0,1,5.6,54.8,5,0,0,4,0,,15,90
Career Switcher,Get a Job,Annual,No,89.0,1,76.5,1,1,6,2,2,70.3,70.6,6,1,0,3,0,,10,70
Student,Get a Job,Annual,No,51.3,2,76.3,29,-1,19,2,0,49.9,70.3,18,1,0,5,0,,10,190
Working Professional,Hobby,Annual,No,90.4,1,66.3,0,1,8,4,2,66.7,53.8,15,0,0,3,0,,10,160
Student,Hobby,Monthly,Yes,67.8,2,75.6,28,0,7,4,1,45.1,68.7,6,0,0,4,0,,15,105
Working Professional,Certification,Monthly,No,76.3,0,95.9,17,0,9,3,1,62.7,94.0,1,1,2,4,1,44.0,15,30
Student,Get a Job,Annual,No,62.6,3,61.3,11,0,5,1,3,25.4,47.0,24,0,0,4,0,,10,250
Working Professional,Certification,Annual,No,83.8,2,77.5,24,-1,13,1,2,48.3,71.9,7,1,1,4,1,50.0,10,80
Working Professional,Certification,Monthly,No,76.1,5,70.3,1,0,4,0,2,10.6,60.6,13,0,1,4,0,,15,210
Student,Hobby,Annual,No,57.8,4,40.6,1,0,2,0,0,33.3,20.5,0,1,1,4,0,,10,10
Working Professional,Certification,Monthly,Yes,52.5,1,61.2,2,1,6,0,6,19.8,46.8,18,1,1,3,0,,15,285
Student,Get a Job,Monthly,Yes,48.1,8,0.0,2,1,1,0,4,0.0,0.4,9,1,0,2,1,51.0,15,150
Student,Hobby,Monthly,Yes,72.8,2,43.9,3,-1,10,0,0,43.6,23.9,9,0,1,3,1,21.0,15,150
Career Switcher,Get a Job,Annual,No,78.6,1,69.6,8,0,4,1,0,32.8,59.1,0,0,0,4,0,,10,10
Working Professional,Certification,Monthly,Yes,79.8,1,65.2,0,1,5,2,0,60.6,52.3,9,0,0,4,0,,15,150
Student,Hobby,Annual,No,68.2,4,58.7,4,-1,3,1,1,62.5,42.5,0,0,0,4,0,,10,10
Working Professional,Get a Job,Annual,No,52.6,3,25.6,2,0,1,0,4,10.1,8.8,0,0,2,2,1,97.0,10,10
Working Professional,Certification,Monthly,No,59.8,2,79.1,9,1,5,0,1,25.0,74.6,3,0,0,4,0,,15,60
Student,Get a Job,Monthly,No,87.3,2,93.7,42,0,9,6,3,100.0,92.2,0,2,2,3,0,,15,15
Working Professional,Certification,Annual,No,62.7,5,82.2,7,1,7,3,2,70.1,78.8,1,0,0,5,0,,10,20
Student,Hobby,Monthly,Yes,72.2,3,44.5,5,-1,5,0,2,32.4,24.6,10,0,0,3,0,,15,165
Student,Certification,Annual,Yes,53.9,3,59.2,4,-1,0,0,0,40.0,43.5,14,0,1,3,0,,10,150
Working Professional,Hobby,Monthly,Yes,75.0,0,92.3,15,-1,3,1,1,38.3,90.9,1,0,0,5,0,,15,30
Working Professional,Certification,Monthly,No,63.1,3,52.4,0,-1,1,0,2,47.5,34.2,13,0,0,3,0,,15,210
Working Professional,Certification,Annual,No,85.7,1,71.5,32,-1,7,5,1,100.0,62.5,5,0,1,3,0,,10,60
Working Professional,Certification,Monthly,No,81.6,2,81.8,5,1,10,3,1,98.5,78.4,24,0,0,5,0,,15,375
Career Switcher,Get a Job,Annual,Yes,62.6,2,50.9,3,1,2,0,3,9.4,32.9,1,0,1,3,0,,10,20
Working Professional,Certification,Monthly,Yes,68.1,4,33.6,36,0,6,2,1,74.2,13.9,0,2,1,3,0,,15,15
Student,Get a Job,Annual,No,61.7,5,7.4,27,-1,0,0,1,0.0,1.6,14,0,2,1,1,5.0,10,150
Working Professional,Certification,Annual,Yes,48.7,6,11.1,10,-1,0,0,1,49.2,2.7,3,0,1,2,1,28.0,10,40
Student,Certification,Annual,No,57.1,2,7.8,0,1,0,0,6,40.3,1.8,4,0,0,2,0,,10,50
Working Professional,Certification,Monthly,Yes,73.0,2,37.6,13,0,5,3,4,65.3,17.7,5,0,2,3,1,99.0,15,90
Student,Certification,Annual,Yes,74.9,2,83.4,4,1,10,2,7,73.0,80.9,13,0,0,5,0,,10,140
Student,Certification,Annual,No,72.2,4,18.0,4,1,0,0,1,11.0,5.1,0,0,0,2,1,118.0,10,10
Career Switcher,Get a Job,Monthly,Yes,65.5,2,64.0,1,1,1,1,0,30.0,50.4,6,0,1,4,0,,15,105
Career Switcher,Get a Job,Monthly,Yes,84.0,0,98.3,7,1,12,2,4,51.5,95.7,4,0,0,5,0,,15,75
Working Professional,Certification,Annual,Yes,71.0,3,23.5,13,-1,2,1,0,58.8,7.6,3,1,1,2,1,5.0,10,40
Working Professional,Certification,Annual,No,80.5,1,100.0,3,1,15,2,1,78.7,98.2,3,0,0,5,0,,10,40
Student,Get a Job,Annual,No,43.4,11,23.9,27,-1,0,1,0,30.5,7.8,21,1,0,3,1,49.0,10,220
Student,Hobby,Monthly,No,11.2,10,45.4,2,0,3,1,1,30.9,25.7,2,1,1,3,0,,15,45
Student,Hobby,Monthly,No,74.3,3,60.4,0,1,9,4,4,65.3,45.4,4,2,0,4,0,,15,75
Working Professional,Certification,Annual,Yes,48.6,6,18.1,10,-1,4,0,2,31.4,5.1,5,0,1,2,1,80.0,10,60
Working Professional,Get a Job,Annual,No,66.8,4,0.0,18,0,3,1,0,35.3,0.4,10,1,1,1,1,25.0,10,110
Working Professional,Certification,Annual,No,65.5,2,32.7,30,-1,2,2,0,54.9,13.2,5,0,0,3,1,40.0,10,60
Student,Certification,Monthly,Yes,93.8,1,90.2,14,0,11,2,1,47.6,88.7,7,0,0,4,0,,15,120
Career Switcher,Certification,Monthly,Yes,76.0,1,100.0,2,1,6,3,1,99.4,98.2,4,1,2,5,0,,15,75
Working Professional,Certification,Monthly,No,72.5,4,26.9,38,-1,0,1,1,35.7,9.4,10,1,3,2,1,5.0,15,165
Working Professional,Certification,Annual,No,82.6,2,79.1,25,-1,9,4,1,77.5,74.8,5,0,1,4,0,,10,60
Working Professional,Certification,Monthly,Yes,75.5,1,73.3,1,0,7,2,0,77.2,64.8,2,0,1,3,0,,15,45
Working Professional,Get a Job,Annual,Yes,63.1,5,63.4,8,1,5,3,1,82.2,49.6,13,0,0,4,0,,10,140
Student,Certification,Monthly,No,86.1,0,81.3,8,1,5,0,1,37.7,77.8,11,0,1,5,0,,15,180
Working Professional,Certification,Monthly,No,53.4,2,47.6,5,1,1,0,0,16.9,28.5,7,0,0,4,1,36.0,15,120
Working Professional,Certification,Annual,No,74.8,3,67.8,41,0,4,0,3,37.6,55.9,5,2,0,4,1,86.0,10,60
Student,Get a Job,Annual,No,46.8,4,14.6,0,1,0,0,0,17.4,3.6,1,0,0,3,1,29.0,10,20
Student,Get a Job,Annual,No,73.1,4,55.2,9,-1,5,0,1,0.0,38.0,16,0,3,2,0,,10,170
Student,Hobby,Monthly,Yes,72.9,4,70.4,2,0,5,2,1,52.0,60.8,0,1,2,3,0,,15,15
Student,Certification,Annual,Yes,95.1,0,69.1,7,0,3,0,4,16.4,58.3,3,0,0,3,1,161.0,10,40
Career Switcher,Certification,Monthly,No,46.5,6,19.6,15,-1,1,0,0,22.1,5.7,15,0,1,2,1,5.0,15,240
Working Professional,Certification,Monthly,No,61.0,4,43.8,2,1,4,4,7,100.0,23.9,7,0,0,4,0,,15,120
Working Professional,Certification,Monthly,Yes,82.3,1,86.8,4,0,5,1,1,48.9,85.2,4,0,0,4,0,,15,75
Student,Certification,Monthly,Yes,75.0,0,85.2,30,-1,3,2,1,89.2,83.1,12,0,2,5,0,,15,195
Working Professional,Hobby,Monthly,No,72.7,0,44.6,14,0,9,0,3,62.2,24.9,24,0,1,2,1,96.0,15,375
Working Professional,Certification,Annual,No,55.7,1,61.8,8,-1,4,0,2,47.0,47.6,1,0,0,4,1,58.0,10,20
Student,Certification,Annual,No,61.1,3,0.0,2,1,0,0,3,51.8,0.4,0,2,0,2,0,,10,10
Working Professional,Get a Job,Annual,No,88.7,0,92.5,5,1,8,0,3,21.6,91.1,4,0,2,4,0,,10,50
Working Professional,Certification,Monthly,Yes,69.2,2,72.9,14,0,4,1,1,70.6,64.4,2,0,0,4,0,,15,45
Working Professional,Certification,Monthly,No,75.6,2,72.4,17,-1,7,3,0,83.2,63.5,8,0,3,3,1,121.0,15,135
Working Professional,Certification,Monthly,No,68.3,6,40.9,2,1,4,2,3,70.3,20.7,5,0,1,3,0,,15,90
Student,Get a Job,Annual,No,52.3,2,53.8,10,-1,3,1,1,41.6,36.0,5,0,0,3,1,151.0,10,60
Working Professional,Certification,Annual,No,84.0,1,66.3,0,0,7,2,1,53.4,54.0,3,0,1,3,0,,10,40
Working Professional,Certification,Annual,No,77.5,2,68.7,0,1,7,4,2,100.0,57.5,1,0,0,4,0,,10,20
Working Professional,Certification,Monthly,Yes,100.0,0,84.6,7,-1,11,2,0,78.9,82.3,1,0,3,4,0,,15,30
Career Switcher,Get a Job,Annual,Yes,54.8,5,71.2,2,-1,7,1,0,29.0,61.9,3,0,2,3,0,,10,40
Working Professional,Hobby,Monthly,No,82.3,1,84.8,0,-1,11,0,0,27.1,82.5,9,1,3,4,1,99.0,15,150
Student,Certification,Annual,Yes,50.3,6,100.0,13,0,8,3,0,66.7,98.2,3,0,0,5,0,,10,40
Student,Get a Job,Annual,Yes,72.4,1,80.0,6,1,11,1,2,48.6,76.3,3,0,0,5,0,,10,40
Working Professional,Get a Job,Annual,No,84.6,3,91.0,15,-1,11,1,0,32.6,89.6,4,0,1,5,0,,10,50
Student,Certification,Annual,No,38.9,11,35.5,10,0,3,3,3,58.4,15.5,24,0,0,2,1,59.0,10,250
Working Professional,Certification,Monthly,Yes,66.9,1,56.7,13,-1,2,0,0,14.4,39.8,0,0,0,5,0,,15,15
Career Switcher,Certification,Annual,No,61.6,2,65.1,3,-1,6,0,1,16.4,52.2,2,0,1,4,0,,10,30
Working Professional,Certification,Annual,No,59.5,3,59.0,3,-1,5,1,1,34.3,43.0,2,0,2,3,0,,10,30
Working Professional,Certification,Monthly,Yes,75.8,1,95.8,9,1,15,3,5,54.0,93.9,24,0,0,5,0,,15,375
Working Professional,Certification,Monthly,No,86.8,0,75.8,2,-1,11,1,0,54.1,69.0,4,1,1,5,0,,15,75
Working Professional,Certification,Monthly,Yes,68.0,4,48.3,16,1,4,2,2,57.2,29.3,6,0,0,4,0,,15,105
Working Professional,Certification,Monthly,Yes,73.1,7,78.6,7,0,12,1,4,53.0,73.7,1,0,0,5,0,,15,30
Career Switcher,Certification,Monthly,Yes,71.7,6,45.8,2,1,2,0,4,0.0,26.4,0,0,0,4,0,,15,15
Working Professional,Certification,Annual,No,70.0,2,36.1,9,1,7,1,2,61.1,16.1,3,1,0,2,0,,10,40
Career Switcher,Get a Job,Annual,No,53.7,6,40.0,29,-1,8,6,1,100.0,19.8,8,1,0,3,0,,10,90
Career Switcher,Get a Job,Monthly,No,86.6,1,91.2,0,1,14,4,4,100.0,89.9,9,0,0,5,0,,15,150
Student,Get a Job,Annual,No,74.4,9,100.0,1,0,12,2,0,75.2,98.2,11,0,0,5,0,,10,120
Student,Certification,Annual,No,75.9,1,66.7,18,-1,4,1,1,50.5,54.5,15,0,2,4,0,,10,160
Student,Get a Job,Annual,No,57.9,0,67.9,1,0,3,4,2,100.0,56.2,0,1,1,4,0,,10,10
Student,Certification,Monthly,Yes,63.1,1,58.1,0,1,1,0,5,1.8,41.6,0,0,0,3,0,,15,15
Student,Get a Job,Annual,Yes,67.4,6,77.6,4,0,9,2,0,56.8,72.0,12,0,0,4,0,,10,130
Working Professional,Certification,Annual,No,47.0,6,34.5,6,0,1,0,1,2.9,14.7,4,0,1,2,1,5.0,10,50
Student,Hobby,Monthly,Yes,44.7,5,42.9,8,1,2,0,3,44.7,22.5,23,0,0,3,0,,15,360
Student,Hobby,Monthly,Yes,61.0,1,60.8,7,0,4,0,2,41.1,46.0,22,0,0,3,0,,15,345
Career Switcher,Certification,Annual,No,77.8,1,67.5,24,-1,5,1,0,28.6,55.5,1,0,1,4,1,14.0,10,20
Student,Get a Job,Annual,No,60.2,5,41.4,14,1,1,1,1,56.7,21.1,9,0,0,3,0,,10,100
Career Switcher,Get a Job,Annual,No,54.7,6,59.2,41,-1,2,0,1,6.4,43.7,0,0,1,4,1,26.0,10,10
Student,Certification,Annual,Yes,57.8,2,64.3,6,0,4,0,2,0.0,51.2,4,0,0,4,0,,10,50
Student,Certification,Annual,Yes,63.2,2,47.3,0,1,1,0,3,40.2,28.1,14,0,1,3,0,,10,150
Working Professional,Certification,Annual,Yes,64.7,2,95.3,31,-1,10,3,1,85.4,93.5,4,0,0,5,0,,10,50
Working Professional,Get a Job,Monthly,Yes,100.0,2,94.1,0,0,14,3,2,80.2,92.6,0,0,0,5,0,,15,15
Career Switcher,Get a Job,Monthly,Yes,85.8,1,48.7,14,0,2,0,1,17.9,29.6,2,0,0,4,0,,15,45
Working Professional,Get a Job,Annual,No,85.4,2,78.2,0,1,10,4,4,100.0,73.0,0,0,0,5,0,,10,10
Career Switcher,Certification,Annual,No,87.5,0,64.6,14,-1,3,0,0,23.7,51.6,4,2,2,3,0,,10,50
Student,Get a Job,Annual,No,55.0,6,93.1,27,-1,12,1,0,38.9,91.7,9,0,1,4,0,,10,100
Student,Certification,Annual,Yes,51.7,3,10.6,4,0,2,0,1,43.9,2.6,8,1,0,3,1,68.0,10,90
Working Professional,Get a Job,Monthly,Yes,53.4,2,63.4,2,0,2,1,1,32.8,49.7,10,1,0,4,0,,15,165
Career Switcher,Get a Job,Annual,No,90.0,1,81.8,2,1,11,3,3,80.2,78.5,3,0,0,5,0,,10,40
Career Switcher,Get a Job,Monthly,No,61.8,0,71.3,6,0,7,3,0,84.6,62.1,2,1,0,4,0,,15,45
Working Professional,Hobby,Monthly,No,51.2,5,61.5,1,1,6,1,4,19.3,47.2,0,0,0,4,0,,15,15
Working Professional,Hobby,Annual,Yes,63.5,3,96.4,11,0,10,3,2,65.8,94.5,22,0,1,5,0,,10,230
Working Professional,Certification,Annual,No,66.4,7,73.4,4,0,13,2,2,30.3,65.0,1,1,0,4,0,,10,20
Student,Hobby,Annual,No,74.0,2,18.2,3,0,0,1,3,37.4,5.2,1,0,0,2,0,,10,20
Career Switcher,Hobby,Monthly,Yes,73.8,4,83.1,6,0,4,3,0,48.7,80.5,0,0,0,4,0,,15,15
Career Switcher,Certification,Monthly,Yes,57.6,2,59.1,7,-1,6,1,2,52.9,43.3,3,0,3,3,0,,15,60
Working Professional,Certification,Monthly,Yes,80.3,2,100.0,1,1,11,5,4,94.0,98.2,13,1,0,5,0,,15,210
Working Professional,Certification,Monthly,Yes,60.4,2,48.7,12,0,4,0,0,48.6,29.6,3,0,0,4,0,,15,60
Working Professional,Certification,Annual,Yes,67.7,4,33.8,21,-1,5,0,1,2.3,14.1,8,0,2,3,0,,10,90
Student,Get a Job,Annual,No,80.3,0,61.2,3,1,5,1,6,32.6,46.8,24,0,0,4,0,,10,250
Career Switcher,Get a Job,Annual,Yes,60.4,4,76.2,1,1,11,6,2,100.0,70.1,17,0,0,4,0,,10,180
Working Professional,Hobby,Monthly,Yes,61.5,7,70.9,14,-1,9,3,0,77.4,61.7,1,1,3,4,1,13.0,15,30
Career Switcher,Get a Job,Annual,Yes,78.9,1,71.1,2,0,7,2,2,81.5,61.8,3,1,0,5,0,,10,40
Student,Certification,Monthly,Yes,57.1,2,1.6,0,1,1,1,0,15.5,0.8,11,1,1,2,1,5.0,15,180
Career Switcher,Certification,Annual,No,64.2,2,77.0,9,-1,6,1,1,33.6,71.1,24,1,1,5,0,,10,250
Working Professional,Hobby,Monthly,Yes,78.3,0,49.4,2,1,1,1,2,80.0,31.0,10,1,1,3,0,,15,165
Student,Hobby,Monthly,Yes,100.0,1,100.0,1,1,13,1,5,36.2,98.2,2,0,0,5,0,,15,45
Career Switcher,Get a Job,Annual,Yes,79.1,2,58.3,39,-1,5,0,1,14.4,42.0,1,1,3,3,0,,10,20
Student,Get a Job,Annual,No,77.1,1,80.2,3,1,11,2,3,50.6,76.5,5,0,0,3,0,,10,60
Student,Certification,Monthly,Yes,78.0,2,83.5,23,-1,6,1,0,24.1,81.0,1,0,3,5,1,29.0,15,30
Career Switcher,Get a Job,Annual,No,53.9,1,62.3,1,-1,2,0,0,1.8,48.1,2,0,2,3,1,16.0,10,30
Career Switcher,Get a Job,Annual,No,71.7,1,61.5,17,-1,4,0,1,29.8,47.2,8,0,0,4,0,,10,90
Working Professional,Certification,Monthly,Yes,69.6,4,57.6,6,-1,4,0,0,12.5,40.9,5,0,1,3,1,41.0,15,90
Working Professional,Certification,Monthly,Yes,74.8,3,46.3,0,1,2,0,3,25.5,27.0,1,1,0,3,0,,15,30
Working Professional,Certification,Monthly,Yes,71.7,3,50.5,13,-1,7,3,1,71.2,32.4,1,0,1,3,0,,15,30
Student,Get a Job,Annual,No,75.7,0,70.2,22,-1,8,3,0,94.2,60.5,0,1,2,4,0,,10,10
Student,Certification,Annual,Yes,65.3,1,57.3,1,0,1,1,1,61.9,40.3,1,0,1,4,0,,10,20
Working Professional,Certification,Annual,No,70.9,4,19.9,12,0,1,0,0,31.6,5.9,17,0,2,2,0,,10,180
Working Professional,Get a Job,Annual,No,51.6,4,61.3,5,0,3,2,2,28.1,47.0,12,0,1,3,0,,10,130
Working Professional,Certification,Annual,No,65.2,4,53.0,14,-1,2,0,2,16.7,35.0,4,0,0,4,0,,10,50
Working Professional,Certification,Monthly,Yes,90.9,1,92.6,12,-1,14,6,0,100.0,91.2,10,0,0,5,1,66.0,15,165
Student,Hobby,Monthly,Yes,74.8,4,48.9,0,1,3,3,1,87.4,30.1,4,0,0,4,0,,15,75
Working Professional,Get a Job,Monthly,Yes,69.7,7,67.0,1,0,7,3,6,75.8,54.9,12,0,1,3,0,,15,195
Student,Hobby,Monthly,No,98.4,0,88.3,6,1,8,2,2,85.3,86.8,1,0,0,5,0,,15,30
Working Professional,Certification,Monthly,No,49.6,1,22.9,27,-1,1,0,0,36.1,7.2,1,0,0,4,1,30.0,15,30
Working Professional,Certification,Annual,Yes,53.4,4,62.1,4,1,1,0,1,47.0,47.8,0,1,0,3,0,,10,10
Career Switcher,Get a Job,Annual,No,95.7,1,59.9,9,0,4,2,0,82.6,44.5,2,1,1,3,0,,10,30
Working Professional,Hobby,Monthly,Yes,70.7,4,81.8,0,0,8,0,4,25.8,78.4,1,0,0,4,0,,15,30
Student,Certification,Annual,No,66.4,4,44.1,12,0,4,1,1,20.7,24.1,12,0,3,3,0,,10,130
Student,Certification,Annual,No,52.0,7,51.4,9,0,0,0,3,32.8,33.5,2,0,0,4,0,,10,30
Working Professional,Hobby,Annual,Yes,76.7,0,64.2,12,1,3,2,3,74.3,50.9,5,0,0,4,0,,10,60
Working Professional,Certification,Annual,No,78.2,3,68.5,23,-1,5,1,1,35.0,57.2,11,0,3,3,0,,10,120
Student,Certification,Annual,Yes,53.6,5,87.9,1,1,8,2,5,60.5,86.2,9,0,0,4,0,,10,100
Student,Certification,Annual,Yes,67.9,2,57.8,3,1,6,1,4,63.3,41.3,1,2,0,4,0,,10,20
Working Professional,Certification,Annual,Yes,65.0,1,49.1,54,0,2,0,0,46.8,30.4,0,0,0,3,0,,10,10
Student,Get a Job,Annual,No,73.8,2,49.0,1,1,1,1,2,29.2,30.1,19,0,0,4,0,,10,200
Career Switcher,Get a Job,Monthly,Yes,53.2,4,55.0,12,-1,7,4,1,100.0,37.8,7,1,2,3,0,,15,120
Working Professional,Hobby,Monthly,Yes,88.8,0,90.8,12,0,6,0,2,26.0,89.2,9,0,0,4,0,,15,150
Student,Hobby,Monthly,No,83.7,1,82.9,11,-1,8,1,0,28.3,80.1,3,0,3,3,1,5.0,15,60
Student,Get a Job,Monthly,Yes,64.6,0,59.3,2,1,4,1,1,48.6,43.8,2,1,0,4,0,,15,45
Career Switcher,Get a Job,Monthly,Yes,66.8,1,36.5,2,1,6,5,2,100.0,16.5,6,1,0,3,0,,15,105
Working Professional,Certification,Annual,Yes,68.0,5,49.1,10,0,2,0,2,32.9,30.6,0,0,0,3,0,,10,10
Working Professional,Hobby,Monthly,Yes,58.3,1,58.1,2,1,5,0,1,34.4,41.9,12,0,0,3,0,,15,195
Career Switcher,Hobby,Monthly,Yes,63.3,5,54.4,10,0,5,2,1,68.2,36.7,8,0,0,3,0,,15,135
Career Switcher,Get a Job,Annual,Yes,65.9,2,46.7,6,-1,3,0,0,3.2,27.3,11,0,1,2,1,8.0,10,120
Career Switcher,Certification,Annual,No,94.2,0,72.4,4,0,6,1,0,62.1,63.5,6,0,0,5,0,,10,70
Working Professional,Certification,Monthly,No,84.2,0,86.5,3,1,16,4,3,86.7,84.9,6,0,0,5,0,,15,105
